prodid,aisle,category,subcategory,aisle_id,category_id,subcategory_id
1142033,White Bread,Packaged Breads,Bakery,8892929,8892909,8892906
1296445,New Instore Bread and Cake,Bakery New,Bakery,676682912,676681137,8892906
1296445,Pastries & Danishes,Instore Bakery Sweet Treats,Bakery,8892966,8892913,8892906
1309274,Fruit Bread,Packaged Breakfast Snacks,Bakery,8892969,8892914,8892906
1311414,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1311414,Loaf Cakes,Packaged Cakes & Sweet Treats,Bakery,8892988,8892916,8892906
1324948,Donuts,Instore Bakery Sweet Treats,Bakery,8892964,8892913,8892906
1334410,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1334410,Bread Rolls,Instore Bakery Breads And Rolls,Bakery,8893203,8892907,8892906
1334410,All Vegan Range,Vegan Range,Bakery,8897801,8897800,8892906
1386537,Pizza Bases,"Packaged Flat Bread, Wraps And Pizza Bases",Bakery,8892957,8892911,8892906
1386606,Pizza Bases,"Packaged Flat Bread, Wraps And Pizza Bases",Bakery,8892957,8892911,8892906
1387132,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1387132,Slices & Bites,Packaged Cakes & Sweet Treats,Bakery,8892994,8892916,8892906
1387132,Cakes & Snacks,Bread & Bakery,Down Down,8906022,8906009,8906007
1387154,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1387154,Slices & Bites,Packaged Cakes & Sweet Treats,Bakery,8892994,8892916,8892906
1387154,Cakes & Snacks,Bread & Bakery,Down Down,8906022,8906009,8906007
1387165,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1387165,Slices & Bites,Packaged Cakes & Sweet Treats,Bakery,8892994,8892916,8892906
1387165,Cakes & Snacks,Bread & Bakery,Down Down,8906022,8906009,8906007
1390873,Meringues & Pavlovas,Packaged Cakes & Sweet Treats,Bakery,8892995,8892916,8892906
1518693,Pizza Bases,"Packaged Flat Bread, Wraps And Pizza Bases",Bakery,8892957,8892911,8892906
1518707,Pizza Bases,"Packaged Flat Bread, Wraps And Pizza Bases",Bakery,8892957,8892911,8892906
1534306,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1534306,Meringues & Pavlovas,Packaged Cakes & Sweet Treats,Bakery,8892995,8892916,8892906
1597124,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1597124,Burger Buns And Hot Dog Rolls,Packaged Bread Rolls And Buns,Bakery,8892935,8892910,8892906
1597124,All Vegan Range,Vegan Range,Bakery,8897801,8897800,8892906
1597180,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1597180,Burger Buns And Hot Dog Rolls,Packaged Bread Rolls And Buns,Bakery,8892935,8892910,8892906
1597180,All Vegan Range,Vegan Range,Bakery,8897801,8897800,8892906
1609325,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1609325,Baguettes,Instore Bakery Breads And Rolls,Bakery,8892923,8892907,8892906
1609325,All Vegan Range,Vegan Range,Bakery,8897801,8897800,8892906
1638152,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1638152,Bread Rolls,Instore Bakery Breads And Rolls,Bakery,8893203,8892907,8892906
1638152,All Vegan Range,Vegan Range,Bakery,8897801,8897800,8892906
1734666,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1734666,Bread Rolls,Instore Bakery Breads And Rolls,Bakery,8893203,8892907,8892906
1734666,All Vegan Range,Vegan Range,Bakery,8897801,8897800,8892906
1734768,Cheesecakes,Chilled Cakes & Desserts,Bakery,8892977,8892915,8892906
1777410,Slices & Bites,Packaged Cakes & Sweet Treats,Bakery,8892994,8892916,8892906
1855456,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1855456,Pastry Shells,Packaged Cakes & Sweet Treats,Bakery,8892996,8892916,8892906
1898903,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1898903,Lamingtons,Packaged Cakes & Sweet Treats,Bakery,8892991,8892916,8892906
1967369,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1967369,Slices & Bites,Packaged Cakes & Sweet Treats,Bakery,8892994,8892916,8892906
1987162,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1987162,Bread Rolls,Instore Bakery Breads And Rolls,Bakery,8893203,8892907,8892906
1987162,All Vegan Range,Vegan Range,Bakery,8897801,8897800,8892906
1997166,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1997166,Pizza Bases,"Packaged Flat Bread, Wraps And Pizza Bases",Bakery,8892957,8892911,8892906
1997177,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
1997177,Pizza Bases,"Packaged Flat Bread, Wraps And Pizza Bases",Bakery,8892957,8892911,8892906
2006234,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
2006234,Bread Rolls,Instore Bakery Breads And Rolls,Bakery,8893203,8892907,8892906
2006234,All Vegan Range,Vegan Range,Bakery,8897801,8897800,8892906
2067341,Bakery,Vegan & Vegetarian,Dietary & World Foods,675073922,674136793,674112512
2067341,Croissants & Pastries,Packaged Breakfast Snacks,Bakery,8892974,8892914,8892906
2067341,Cakes & Snacks,Bread & Bakery,Down Down,8906022,8906009,8906007
